Śpiew liturgiczny	1L	mgr Włodzimierz Ruciński	6	zst	egz	1	1	1	1	2	IV		wtorek	15:00	15:45	114A			
Śpiew liturgiczny	2M	mgr Włodzimierz Ruciński	6	zst	egz	1	1	1	1	2	IV		wtorek	16:00	16:45	114A			
Wiedza o kulturze	1M	wykł. Kacper Kubiak	8	zst	zst	2	2	2	3	5	IV		poniedziałek	11:15	12:45	101B			
Wykorzystanie multimediów w edukacji i animacji	1M	mgr Maciej Wojciechowski	6	-	zst	-	1	-	2	2	IV		wtorek	15:10	15:55	001F			
Zarządzanie projektami	1M	mgr Maciej Wojciechowski	6	-	zst	-	2	-	3	3	IV		wtorek	16:00	17:30	001F			
Zbiorowa emisja głosu z praktyką	2L	mgr Kacper Kubiak	10	zst	zst	2	2	1	1	2	IV		poniedziałek	09:30	11:00	101B			
Big-band	L/M	dr Bartosz Pernal	8	zst	zst	3	3	2	2	4	V		środa	12:30	14:45	-001D			
Produkcja muzyczna	L/M	dr Przemysław Jarosz	4	zal	zst	1	1	1	1	2	V		do uzgodnienia z pedagogiem						
Historia muzyki jazzowej z literaturą (grupa 1)	L	prof. dr hab. Jacek Meira	5	zst	zst	2	2	2	2	4	V		wtorek	11:15	12:45	-101D			
Historia muzyki jazzowej z literaturą (grupa 2)	L	prof. dr hab. Jacek Meira	5	zst	zst	2	2	2	2	4	V		wtorek	12:45	14:15	-101D			
